time,Precipitation (mm),Wind Direction (°),Wind Speed (km/h),Pressure (hPa),Avg Temp (°F),Min Temp (°F),Max Temp (°F)
2020-12-04,15.4,191.0,10.3,1016.5,49.64,46.04,55.04
2020-12-05,7.7,328.0,12.0,1011.8,47.48,42.98,51.08
2020-12-06,0.0,359.0,6.0,1014.4,41.18,33.08,50.0
2020-12-07,0.0,13.0,8.9,1010.7,35.96,32.0,42.08
2020-12-08,0.0,322.0,11.1,1012.8,39.02,33.08,46.94
2020-12-09,0.0,229.0,6.5,1011.9,40.28,30.02,53.06
2020-12-10,0.0,326.0,4.9,1019.6,44.6,30.02,59.0
2020-12-11,0.0,197.0,11.3,1020.7,49.46,37.04,64.04
2020-12-12,0.0,195.0,13.6,1015.9,53.78,44.06,66.02
2020-12-13,0.0,99.5,9.5,1015.4,56.48,46.04,68.0
2020-12-14,17.2,4.0,10.6,1015.1,43.34,39.02,46.94
2020-12-15,0.0,14.0,4.7,1025.7,35.6,28.94,42.98
2020-12-16,0.15,16.0,11.4,1020.6,32.18,28.94,35.06
2020-12-17,0.3,5.0,3.8,1015.5,32.36,28.04,35.06
2020-12-18,0.15,347.0,4.5,1021.75,36.5,32.0,44.06
2020-12-19,0.0,349.0,3.7,1028.0,33.44,26.96,39.92
2020-12-20,0.0,178.0,6.4,1018.5,39.38,33.98,48.92
2020-12-21,0.0,188.0,7.6,1010.4,44.24,35.96,53.06
2020-12-22,0.0,280.0,11.3,1016.7,45.68,37.94,51.08
2020-12-23,0.0,225.0,9.0,1026.7,39.92,28.94,51.08
2020-12-24,0.6,1.0,3.8,1016.1500000000001,47.3,42.08,53.96
2020-12-25,1.2,1.0,10.9,1005.6,34.16,24.98,51.98
2020-12-26,0.0,1.0,7.35,1017.1,28.04,19.94,35.96
2020-12-27,0.0,1.0,3.8,1024.4,32.0,21.92,42.98
2020-12-28,0.0,202.0,10.5,1021.8,43.16,30.02,57.02
2020-12-29,0.0,346.0,8.2,1030.9,40.46,32.0,48.92
2020-12-30,0.0,216.0,13.3,1028.9,37.58,26.06,46.04
2020-12-31,0.0,118.0,14.8,1020.2,47.12,42.08,55.04
2021-01-01,0.0,30.0,9.4,1026.6,37.4,35.06,41.0
2021-01-02,0.0,211.0,8.9,1014.4,49.46,35.96,64.04
2021-01-03,4.9,17.0,6.5,1014.7,43.52,42.08,46.04
2021-01-04,0.0,359.0,3.6,1015.6,42.62,39.92,46.04
2021-01-05,0.0,2.0,5.3,1013.8,41.18,35.96,48.92
2021-01-06,0.0,341.0,8.6,1020.1,42.8,35.06,50.0
2021-01-07,0.0,335.0,4.9,1021.5,39.92,33.98,48.02
2021-01-08,0.0,24.0,4.7,1015.4,36.86,33.08,42.98
2021-01-09,0.0,329.0,9.9,1015.4,40.82,33.98,48.92
2021-01-10,0.0,334.0,6.2,1023.7,43.7,33.08,53.06
2021-01-11,0.0,327.0,4.4,1024.6,35.96,28.04,42.98
2021-01-12,0.0,35.0,4.6,1020.5,39.2,28.04,51.98
2021-01-13,0.0,254.0,6.2,1016.1,42.62,30.02,55.04
2021-01-14,0.0,25.0,5.2,1009.7,41.36,28.04,55.94
2021-01-15,3.2,3.0,3.9,1007.7,38.3,28.04,48.02
2021-01-16,0.7,296.0,4.4,1002.5,35.78,30.02,42.08
2021-01-17,0.0,206.0,9.0,1008.1,38.84,32.0,48.02
2021-01-18,0.0,284.0,6.8,1012.3,39.38,35.06,42.98
2021-01-19,0.0,219.0,10.6,1020.6,41.9,32.0,50.0
2021-01-20,0.0,280.0,11.0,1017.3,41.9,30.92,46.94
2021-01-21,0.0,214.0,11.1,1009.6,42.8,30.02,53.96
2021-01-22,0.0,255.0,11.7,1009.8,43.88,32.0,53.96
2021-01-23,0.0,350.0,9.6,1021.7,35.24,28.94,41.0
2021-01-24,0.0,351.0,3.7,1024.2,33.98,26.06,42.08
2021-01-25,13.0,32.0,7.3,1017.8,36.32,33.98,39.02
2021-01-26,4.4,18.0,5.2,1012.4,37.04,33.08,42.08
2021-01-27,0.0,16.0,8.0,1016.9,39.56,33.08,48.02
2021-01-28,1.1,343.0,13.5,1023.1,33.08,28.04,39.02
2021-01-29,0.0,346.0,7.2,1026.3,29.12,21.92,37.94
2021-01-30,0.0,337.0,4.0,1026.9,31.64,21.02,39.92
2021-01-31,12.8,41.0,9.3,1019.1,31.82,30.02,33.98
2021-02-01,0.1,349.0,6.5,1008.1,34.7,32.0,39.92
2021-02-02,0.0,330.0,15.3,1003.4,38.3,35.96,41.0
2021-02-03,0.0,318.0,11.7,1006.9,42.62,33.08,60.08
2021-02-04,0.2,238.0,10.0,1014.1,43.34,30.92,55.04
2021-02-05,1.5,222.0,15.4,1006.6,45.86,37.04,57.02
2021-02-06,0.0,237.0,8.0,1017.0,44.24,35.96,51.08
2021-02-07,10.4,349.0,6.6,1014.8,38.12,30.02,48.02
2021-02-08,0.0,52.0,5.7,1027.2,31.64,24.08,41.0
2021-02-09,0.0,318.0,6.6,1021.6,41.72,24.98,60.98
2021-02-10,1.2,27.0,4.1,1025.0,37.04,32.0,39.92
2021-02-11,8.6,35.0,9.8,1022.2,34.52,30.02,37.04
2021-02-12,4.4,35.0,9.0,1025.1,29.84,28.04,32.0
2021-02-13,5.0,44.0,12.0,1022.5,30.74,30.02,32.0
2021-02-14,0.1,31.0,9.0,1022.5,33.62,30.02,37.04
2021-02-15,15.4,17.0,4.8,1019.4,35.42,33.98,37.04
2021-02-16,2.7,258.0,10.4,1008.9,39.38,30.92,53.06
2021-02-17,0.0,44.0,8.8,1027.1,30.92,24.98,37.94
2021-02-18,15.2,37.0,10.7,1025.3,30.02,26.96,33.98
2021-02-19,0.0,15.0,5.1,1019.7,34.7,30.02,41.0
2021-02-20,0.0,316.0,12.1,1025.7,31.1,26.96,35.96
2021-02-21,0.0,186.0,6.9,1033.7,31.28,19.94,39.92
2021-02-22,6.1,191.0,11.9,1016.8,36.14,30.92,44.96
2021-02-23,0.0,244.0,10.5,1010.3,49.1,35.06,62.96
2021-02-24,0.0,210.0,13.6,1015.1,54.86,37.94,69.08
2021-02-25,0.0,358.0,8.1,1020.1,52.52,44.06,59.0
2021-02-26,7.0,45.0,7.7,1028.3,41.0,33.98,48.92
2021-02-27,7.0,265.0,7.6,1021.7,44.24,33.98,57.02
2021-02-28,14.3,13.0,3.2,1019.5,49.1,48.02,50.0
2021-03-01,5.6,305.0,10.4,1010.5,50.9,42.98,57.02
2021-03-02,0.0,350.0,11.0,1022.4,41.54,33.98,50.0
2021-03-03,0.0,277.0,7.3,1014.7,46.76,26.96,62.96
2021-03-04,0.0,333.0,10.5,1013.1,50.9,39.92,59.0
2021-03-05,0.0,328.0,11.0,1018.6,38.84,28.94,48.02
2021-03-06,0.0,316.0,9.1,1020.8,41.72,32.0,51.98
2021-03-07,0.0,351.0,5.0,1026.9,39.02,26.06,51.08
2021-03-08,0.0,329.0,4.2,1031.0,43.52,26.06,62.06
2021-03-09,0.0,245.0,6.4,1028.8,54.5,33.98,71.06
2021-03-10,0.0,154.0,9.7,1028.2,58.28,37.94,75.02
2021-03-11,0.0,195.0,19.1,1023.5,65.3,50.0,80.06
2021-03-12,0.3,203.0,9.9,1021.4,63.5,57.92,69.98
2021-03-13,0.0,348.0,6.1,1024.0,57.38,51.98,64.04
2021-03-14,0.0,316.0,11.1,1020.0,56.3,44.96,66.92
2021-03-15,0.2,52.0,8.5,1026.5,44.96,35.96,51.08
2021-03-16,1.1,178.0,10.3,1021.6,41.18,37.04,44.96
2021-03-17,0.0,23.0,3.9,1019.6,44.6,42.08,48.02
2021-03-18,13.6,3.0,6.6,1010.3,48.56,44.96,53.06
2021-03-19,3.2,34.0,24.2,1019.1,46.4,41.0,51.98
2021-03-20,0.0,39.0,9.8,1033.5,44.06,33.08,55.94
2021-03-21,0.0,37.0,6.1,1032.4,47.48,30.02,64.04
2021-03-22,0.0,27.0,7.3,1026.6,50.9,32.0,66.02
2021-03-23,0.0,21.0,7.8,1022.4,54.86,42.98,62.96
2021-03-24,4.2,21.0,5.2,1016.6,57.2,53.96,62.06
2021-03-25,2.7,221.0,5.1,1016.4,59.0,51.98,69.08
2021-03-26,1.6,236.0,17.9,1011.6,71.78,64.94,82.04
2021-03-27,0.8,227.0,7.1,1019.5,61.34,48.92,73.04
2021-03-28,10.5,212.0,15.4,1008.2,61.34,51.98,71.06
2021-03-29,0.0,299.0,10.4,1020.4,52.88,44.06,64.04
2021-03-30,0.0,207.0,10.6,1024.6,55.94,37.94,71.96
2021-03-31,13.4,178.0,11.2,1015.9,60.62,53.96,62.96
2021-12-01,0.0,178.0,5.8,1019.5,50.72,44.06,59.0
2021-12-02,0.0,205.0,13.1,1010.2,55.94,44.06,69.98
2021-12-03,0.0,344.0,7.0,1015.0,56.66,46.04,64.94
2021-12-04,0.0,10.0,4.2,1019.2,46.94,35.06,60.98
2021-12-05,0.0,1.0,2.9,1025.0,43.88,33.08,51.98
2021-12-06,0.0,227.0,15.2,1012.3,56.84,46.04,71.06
2021-12-07,0.0,359.0,5.1,1021.5,39.74,33.98,48.02
2021-12-08,0.0,333.0,4.8,1016.2,39.02,33.08,46.04
2021-12-09,0.0,169.0,7.5,1022.4,35.96,28.04,42.08
2021-12-10,0.4,241.0,5.4,1019.2,42.44,35.06,48.92
2021-12-11,8.7,219.0,17.1,1009.8,57.38,46.94,69.08
2021-12-12,0.0,280.0,8.1,1023.1,45.14,37.94,51.08
2021-12-13,0.0,245.0,4.6,1026.9,42.26,26.96,59.0
2021-12-14,0.0,6.0,2.8,1031.4,45.5,30.92,60.08
2021-12-15,0.0,326.0,4.1,1032.2,43.7,32.0,57.02
2021-12-16,0.0,198.0,16.2,1020.4,53.96,39.02,68.0
2021-12-17,0.4,161.0,9.5,1019.3,62.06,53.06,71.06
2021-12-18,0.7,289.0,5.8,1016.0,53.78,51.08,55.94
2021-12-19,1.2,338.0,11.2,1018.3,47.48,33.08,60.98
2021-12-20,0.0,299.0,5.5,1026.3,32.9,23.0,42.08
2021-12-21,0.0,7.0,2.1,1017.1,34.88,26.06,42.98
2021-12-22,0.0,341.0,6.6,1008.6,42.08,30.02,55.94
2021-12-23,0.0,203.0,8.3,1021.7,37.76,30.92,46.94
2021-12-24,0.0,188.0,13.3,1015.1,50.0,35.96,62.96
2021-12-25,0.0,213.0,16.5,1004.3,62.24,51.98,73.04
2021-12-26,0.0,331.0,6.1,1013.0,61.88,51.98,69.08
2021-12-27,0.0,123.0,6.6,1015.0,46.58,42.98,51.08
2021-12-28,0.0,7.0,3.9,1010.7,50.18,44.06,57.92
2021-12-29,0.8,172.0,9.0,1009.5,55.22,51.08,62.06
2021-12-30,1.6,72.0,5.6,1012.4,52.88,51.08,55.04
2021-12-31,2.3,209.0,7.4,1012.8,56.3,51.98,62.96
2022-01-01,15.0,209.0,8.2,1006.6,60.26,55.94,69.98
2022-01-02,10.1,200.0,9.4,1006.3,60.98,51.08,64.04
2022-01-03,20.7,356.0,16.4,1018.8,31.82,14.0,46.94
2022-01-04,0.0,216.0,7.7,1028.9,23.36,8.24,35.06
2022-01-05,0.0,192.0,11.9,1013.9,33.8,26.06,39.92
2022-01-06,0.1,257.0,11.1,1011.7,40.64,33.08,48.02
2022-01-07,0.0,308.0,9.0,1018.9,29.3,21.92,33.08
2022-01-08,0.0,223.0,6.7,1034.8,26.24,17.96,33.08
2022-01-09,8.9,206.0,12.9,1023.7,37.76,28.04,50.0
2022-01-10,0.0,311.0,11.6,1023.2,39.02,30.92,48.92
2022-01-11,0.0,343.0,4.4,1032.0,28.94,21.92,35.06
2022-01-12,0.0,196.0,14.6,1023.0,36.32,23.0,51.98
2022-01-13,0.0,25.0,4.3,1013.6,41.72,32.0,53.06
2022-01-14,0.0,347.0,8.0,1012.1,40.46,30.92,50.0
2022-01-15,0.0,46.0,11.6,1023.5,31.1,23.0,39.02
2022-01-16,20.9,41.0,18.1,1016.7,23.36,17.96,35.06
2022-01-17,1.0,269.0,13.1,994.9,36.32,30.92,41.0
2022-01-18,0.0,264.0,8.5,1017.3,34.88,28.04,39.92
2022-01-19,0.0,200.0,13.9,1018.9,38.3,28.04,48.92
2022-01-20,3.9,359.0,6.9,1020.9,37.58,28.04,46.94
2022-01-21,0.0,25.0,11.9,1031.3,23.18,19.94,26.96
2022-01-22,0.0,337.0,3.9,1027.1,23.0,10.94,33.08
2022-01-23,0.0,230.0,7.1,1013.1,33.8,24.08,42.08
2022-01-24,0.0,208.0,9.3,1010.5,37.94,28.94,44.06
2022-01-25,0.0,134.0,12.4,1013.8,42.26,30.02,55.94
2022-01-26,0.0,36.0,5.9,1027.1,28.76,23.0,37.04
2022-01-27,0.0,310.0,5.2,1028.3,27.68,15.98,35.96
2022-01-28,4.1,16.0,5.7,1017.1,33.8,30.92,41.0
2022-01-29,0.2,330.0,15.5,1013.2,27.86,21.92,33.08
2022-01-30,0.0,222.0,5.5,1017.9,24.08,15.98,30.02
2022-01-31,0.0,14.0,4.9,1023.9,29.12,19.94,37.94
2022-02-01,0.0,28.0,4.9,1030.9,34.88,30.02,42.98
2022-02-02,0.0,77.0,5.6,1028.4,38.3,23.0,51.98
2022-02-03,13.5,354.0,2.6,1021.2,44.96,39.92,51.98
2022-02-04,10.9,153.0,16.2,1012.6,52.7,39.02,62.96
2022-02-05,0.0,345.0,11.3,1027.1,33.26,26.96,37.94
2022-02-06,0.0,16.0,4.0,1032.9,29.3,19.94,39.02
2022-02-07,1.8,357.0,2.2,1023.5,31.1,21.02,41.0
2022-02-08,0.0,261.0,6.3,1017.4,39.74,28.94,51.08
2022-02-09,0.0,224.0,9.4,1015.3,42.8,26.06,60.08
2022-02-10,0.0,247.0,8.0,1012.5,51.26,41.0,62.06
2022-02-11,0.0,219.0,12.6,1013.4,50.9,30.92,69.08
2022-02-12,0.4,277.0,10.8,1015.0,55.22,46.94,62.96
2022-02-13,6.8,35.0,9.9,1018.9,35.24,30.02,46.04
2022-02-14,0.0,343.0,5.8,1023.9,29.12,26.06,35.06
2022-02-15,0.0,355.0,3.8,1035.8,29.66,17.96,42.98
2022-02-16,0.0,246.0,7.7,1034.2,41.54,26.06,57.02
2022-02-17,0.0,190.0,21.0,1018.2,59.9,48.92,69.08
2022-02-18,6.1,301.0,14.1,1011.0,50.72,33.08,64.94
2022-02-19,0.0,289.0,12.0,1020.2,37.4,26.96,51.98
2022-02-20,0.0,182.0,10.7,1029.8,34.88,21.02,48.02
2022-02-21,0.0,192.0,10.2,1025.8,48.56,28.94,68.0
2022-02-22,2.0,196.0,17.3,1021.2,58.82,53.96,64.04
2022-02-23,1.4,231.0,15.5,1018.2,65.48,53.06,78.08
2022-02-24,2.7,49.0,11.9,1027.1,38.3,35.06,50.0
2022-02-25,0.8,262.0,11.9,1020.6,45.86,33.98,66.02
2022-02-26,0.0,118.0,6.9,1028.7,40.28,35.06,46.94
2022-02-27,0.0,308.0,6.2,1019.8,47.84,37.94,59.0
2022-02-28,0.0,24.0,6.6,1021.6,46.94,39.02,55.94
2022-03-01,0.0,185.0,9.9,1018.9,46.04,30.92,62.96
2022-03-02,0.0,128.0,6.6,1015.0,56.48,41.0,69.08
2022-03-03,0.0,55.0,12.0,1017.0,55.76,41.0,66.92
2022-03-04,0.0,55.0,7.6,1031.3,39.56,28.94,51.08
2022-03-05,0.0,177.0,7.5,1027.6,51.08,33.08,69.98
2022-03-06,0.0,205.0,19.1,1019.7,68.9,60.98,77.0
2022-03-07,4.3,212.0,19.2,1010.4,68.9,60.98,78.98
2022-03-08,0.0,20.0,9.4,1018.6,51.8,44.06,59.0
2022-03-09,12.3,36.0,5.3,1014.4,44.42,42.08,50.0
2022-03-10,0.0,50.0,5.8,1020.0,44.6,35.06,53.06
2022-03-11,0.0,189.0,12.9,1014.9,49.82,35.96,64.94
2022-03-12,20.5,311.0,15.8,1005.0,35.6,26.06,48.02
2022-03-13,0.0,236.0,12.6,1023.7,34.34,23.0,46.94
2022-03-14,0.0,223.0,7.1,1028.4,48.38,30.92,64.94
2022-03-15,0.0,214.0,8.7,1023.7,57.02,41.0,71.96
2022-03-16,2.6,91.0,7.4,1020.3,59.18,42.98,73.04
2022-03-17,18.9,3.0,5.8,1013.9,57.74,53.96,66.02
2022-03-18,0.0,200.0,10.7,1014.7,62.42,44.06,75.02
2022-03-19,0.0,199.0,17.7,1008.0,66.2,57.02,78.08
2022-03-20,0.0,289.0,12.9,1014.2,57.02,51.98,64.94
2022-03-21,0.0,263.0,7.1,1021.7,58.82,46.04,73.94
2022-03-22,0.0,33.0,8.6,1019.8,59.54,44.96,73.04
2022-03-23,18.7,31.0,11.7,1015.8,50.9,46.94,55.94
2022-03-24,1.3,27.0,5.2,1008.5,55.76,51.98,62.06
2022-03-25,0.0,270.0,9.2,1005.8,54.5,46.94,62.06
2022-03-26,1.0,277.0,13.7,1004.0,46.58,39.02,51.98
2022-03-27,0.0,302.0,12.9,1010.2,41.72,35.96,48.02
2022-03-28,0.0,329.0,12.0,1016.5,37.76,30.02,46.04
2022-03-29,0.0,303.0,7.7,1024.0,37.94,26.06,53.06
2022-03-30,1.0,33.0,8.9,1019.1,49.64,37.04,62.96
2022-03-31,4.8,196.0,19.3,1002.7,65.48,55.04,73.04
2022-12-01,0.0,254.0,6.3,1028.2,42.08,35.96,48.92
2022-12-02,0.0,226.0,7.9,1031.3,40.82,28.04,53.06
2022-12-03,4.0,199.0,20.7,1021.9,54.68,48.02,62.96
2022-12-04,0.0,314.0,5.4,1023.3,42.44,32.0,50.0
2022-12-05,0.0,323.0,3.8,1023.3,37.4,26.96,48.02
2022-12-06,4.6,250.0,5.2,1022.9,45.32,39.92,50.0
2022-12-07,2.5,216.0,9.3,1021.3,53.42,48.92,57.92
2022-12-08,0.3,14.0,5.0,1023.8,51.62,44.06,57.02
2022-12-09,0.3,37.0,7.2,1024.5,46.4,44.06,48.92
2022-12-10,0.0,46.0,6.6,1025.6,43.52,42.08,46.04
2022-12-11,0.0,1.0,4.2,1021.0,45.14,41.0,53.06
2022-12-12,0.0,359.0,7.6,1022.4,41.9,35.06,48.02
2022-12-13,0.0,354.0,1.2,1025.7,39.02,30.92,44.96
2022-12-14,0.8,3.0,1.8,1022.2,34.7,26.96,41.0
2022-12-15,39.8,24.0,9.1,1014.2,37.04,33.98,41.0
2022-12-16,0.0,283.0,5.6,1008.1,43.7,37.94,51.08
2022-12-17,0.0,298.0,6.8,1010.4,42.62,37.94,48.92
2022-12-18,0.0,313.0,6.8,1017.3,38.66,30.92,42.98
2022-12-19,0.0,294.0,4.1,1027.6,33.98,26.96,41.0
2022-12-20,0.0,348.0,2.7,1031.5,31.46,23.0,41.0
2022-12-21,0.0,23.0,3.4,1031.1,33.8,24.98,46.94
2022-12-22,41.4,6.0,7.0,1017.0,38.48,33.98,42.98
2022-12-23,1.3,242.0,18.2,1000.9,27.68,10.94,44.96
2022-12-24,0.0,225.0,11.7,1013.7,16.16,6.08,24.08
2022-12-25,0.0,219.0,11.4,1016.2,26.78,19.94,35.06
2022-12-26,0.0,198.0,6.9,1023.8,28.76,19.04,35.06
2022-12-27,0.0,18.0,2.9,1025.1,35.78,26.96,46.94
2022-12-28,0.0,222.0,7.0,1025.9,37.4,24.08,53.96
2022-12-29,0.0,218.0,8.3,1025.8,45.14,32.0,64.04
2022-12-30,0.0,212.0,11.5,1024.0,51.8,37.94,68.0
2022-12-31,6.2,202.0,7.8,1015.0,55.4,51.98,57.92
2023-01-01,0.0,231.0,6.5,1015.5,58.1,50.0,69.08
2023-01-02,0.0,197.0,7.2,1019.3,57.38,46.94,68.0
2023-01-03,0.0,197.0,17.0,1013.8,61.52,53.96,69.98
2023-01-04,3.3,192.0,13.0,1010.1,61.34,57.02,64.94
2023-01-05,0.0,272.0,4.8,1013.0,56.3,50.0,66.02
2023-01-06,0.0,311.0,6.0,1018.5,46.76,39.92,51.98
2023-01-07,0.0,331.0,3.0,1024.1,41.72,33.08,53.06
2023-01-08,5.9,215.0,5.6,1025.1,34.16,28.04,39.02
2023-01-09,0.0,298.0,7.2,1017.0,42.44,33.08,55.04
2023-01-10,0.0,6.0,3.1,1017.9,38.12,30.92,48.02
2023-01-11,1.1,12.0,5.0,1020.9,36.32,26.96,44.96
2023-01-12,6.1,357.0,2.9,1013.6,43.52,37.04,51.08
2023-01-13,3.3,308.0,13.6,1005.7,49.28,41.0,53.06
2023-01-14,0.0,341.0,13.2,1012.8,37.94,33.98,42.08
2023-01-15,0.0,324.0,9.1,1019.0,38.66,32.0,48.92
2023-01-16,0.0,300.0,3.6,1016.1,46.58,33.08,60.98
2023-01-17,4.1,196.0,11.1,1007.3,46.76,41.0,53.06
2023-01-18,0.0,196.0,10.8,1012.1,57.2,44.96,68.0
2023-01-19,1.2,11.0,4.0,1010.4,44.6,42.98,46.94
2023-01-20,0.0,296.0,13.7,1011.6,48.02,41.0,55.04
2023-01-21,0.0,359.0,2.6,1022.1,41.36,35.06,48.92
2023-01-22,3.8,355.0,4.2,1015.3,35.96,30.92,39.92
2023-01-23,2.0,313.0,7.3,1011.0,40.82,35.96,50.0
2023-01-24,0.0,194.0,6.9,1023.1,40.82,28.94,53.96
2023-01-25,15.0,33.0,9.4,1014.3,37.4,35.06,39.02
2023-01-26,0.0,256.0,8.7,1009.6,44.42,37.94,50.0
2023-01-27,0.0,251.0,7.2,1020.6,38.66,33.98,46.04
2023-01-28,0.0,195.0,11.6,1025.0,44.78,33.08,60.08
2023-01-29,1.6,197.0,12.2,1023.0,44.06,39.92,48.02
2023-01-30,0.0,288.0,6.0,1020.4,50.36,42.08,60.98
2023-01-31,6.7,60.0,10.8,1020.8,43.52,37.04,51.08
2023-02-01,3.9,32.0,5.6,1024.5,35.78,33.08,37.94
2023-02-02,0.0,150.0,5.5,1020.7,36.5,33.98,39.92
2023-02-03,0.0,315.0,12.6,1020.5,35.78,21.92,42.98
2023-02-04,0.0,176.0,11.0,1033.9,26.78,15.98,35.96
2023-02-05,0.0,199.0,16.0,1021.5,42.8,30.92,55.94
2023-02-06,0.0,346.0,8.7,1018.9,48.38,37.04,59.0
2023-02-07,0.0,227.0,9.7,1024.5,44.06,30.02,57.02
2023-02-08,0.0,356.0,6.1,1022.4,56.66,44.96,69.08
2023-02-09,0.0,213.0,14.8,1017.2,60.62,51.08,71.96
2023-02-10,0.0,279.0,11.8,1016.2,59.0,50.0,66.02
2023-02-11,0.0,13.0,6.4,1024.7,47.84,41.0,55.04
2023-02-12,30.0,12.0,10.9,1014.3,38.66,35.96,42.08
2023-02-13,0.8,265.0,9.7,1007.4,48.92,39.92,57.02
2023-02-14,0.0,164.0,7.6,1017.7,53.78,37.04,64.94
2023-02-15,0.7,196.0,16.0,1016.9,58.28,48.02,73.94
2023-02-16,2.8,271.0,5.6,1014.9,57.38,51.98,62.06
2023-02-17,7.7,268.0,13.5,1009.4,54.14,37.04,62.96
2023-02-18,0.0,281.0,7.8,1027.9,39.92,30.92,51.08
2023-02-19,0.0,195.0,20.8,1021.3,50.18,37.04,64.04
2023-02-20,0.0,204.0,11.8,1008.0,54.5,46.04,64.94
2023-02-21,0.0,290.0,10.8,1005.1,57.02,44.96,69.08
2023-02-22,5.2,8.0,4.0,1014.6,49.82,42.98,55.94
2023-02-23,0.0,248.0,8.8,1011.7,64.22,46.04,80.96
2023-02-24,0.0,324.0,13.2,1024.1,59.9,44.96,69.08
2023-02-25,0.8,19.0,3.5,1026.0,37.94,30.92,41.0
2023-02-26,0.0,230.0,11.0,1014.6,48.02,33.08,68.0
2023-02-27,5.8,327.0,6.3,1008.8,46.76,39.92,51.98
2023-02-28,0.0,34.0,6.9,1006.0,50.36,44.06,62.06
2023-03-01,0.0,207.0,10.7,1015.8,50.54,39.02,62.06
2023-03-02,0.8,302.0,6.8,1007.0,61.16,53.06,69.98
2023-03-03,11.6,31.0,11.1,1008.8,44.96,41.0,53.96
2023-03-04,0.0,290.0,12.5,1006.5,51.62,41.0,60.98
2023-03-05,0.0,309.0,5.5,1021.2,52.7,35.96,68.0
2023-03-06,0.0,332.0,6.0,1018.6,50.9,37.94,64.04
2023-03-07,0.0,0.0,13.8,1014.1,50.0,44.06,60.08
2023-03-08,0.0,340.0,11.9,1024.0,45.68,35.06,57.02
2023-03-09,0.0,19.0,6.1,1022.6,48.56,35.06,62.06
2023-03-10,0.8,331.0,7.3,1012.1,44.42,42.08,50.0
2023-03-11,0.0,334.0,12.1,1012.4,42.98,35.96,48.02
2023-03-12,3.5,6.0,3.1,1015.5,34.7,30.92,39.02
2023-03-13,0.6,347.0,4.8,1011.5,42.26,35.06,51.98
2023-03-14,0.0,311.0,14.0,1014.7,38.3,33.08,44.96
2023-03-15,0.0,321.0,13.2,1019.7,42.62,33.08,53.06
2023-03-16,0.0,211.0,12.6,1018.3,52.7,37.94,68.0
2023-03-17,0.1,194.0,17.6,1006.4,57.74,51.08,64.04
2023-03-18,0.0,293.0,11.4,1009.7,48.38,41.0,53.96
2023-03-19,0.0,322.0,9.8,1020.7,37.76,30.92,44.96
2023-03-20,0.0,268.0,5.7,1026.6,40.64,28.04,53.96
2023-03-21,0.0,214.0,8.3,1028.1,48.2,28.04,66.92
2023-03-22,0.0,190.0,14.6,1024.9,56.3,50.0,64.94
2023-03-23,0.0,205.0,16.3,1014.8,66.38,51.08,86.0
2023-03-24,1.4,62.0,13.1,1012.7,60.44,50.0,69.08
2023-03-25,3.4,35.0,8.3,1009.3,52.16,46.04,64.04
2023-03-26,0.0,314.0,7.3,1013.4,64.04,55.94,73.94
2023-03-27,0.0,20.0,9.7,1012.6,59.72,50.0,71.96
2023-03-28,0.3,17.0,8.0,1017.7,54.32,46.94,60.98
2023-03-29,1.8,328.0,8.0,1020.5,50.72,39.02,60.98
2023-03-30,0.0,45.0,8.8,1024.6,51.26,41.0,62.06
2023-03-31,4.6,242.0,10.9,1021.2,50.9,39.92,64.94
2023-12-01,1.1,204.0,9.7,1019.2,44.42,35.6,48.92
2023-12-02,3.3,326.0,5.0,1015.7,51.8,46.04,60.08
2023-12-03,12.3,313.0,6.3,1007.0,59.36,53.96,66.92
2023-12-04,0.0,344.0,3.7,1011.0,51.62,44.96,57.92
2023-12-05,0.8,4.0,4.8,1016.2,42.62,33.08,51.08
2023-12-06,0.1,341.0,8.7,1018.2,42.62,39.02,48.92
2023-12-07,0.0,212.0,9.7,1018.6,40.82,32.0,48.92
2023-12-08,0.0,0.0,3.0,1019.8,45.14,33.98,60.98
2023-12-09,0.0,308.0,4.5,1019.9,47.3,33.98,59.0
2023-12-10,33.3,200.0,11.5,1010.3,57.38,44.06,60.08
2023-12-11,7.0,297.0,7.7,1017.3,41.54,33.98,48.02
2023-12-12,0.0,218.0,7.6,1030.2,39.56,30.92,51.08
2023-12-13,0.0,305.0,7.5,1033.9,47.66,39.92,57.92
2023-12-14,0.0,256.0,5.7,1038.0,39.2,26.96,51.08
2023-12-15,0.0,280.0,5.1,1032.7,45.68,32.0,64.04
2023-12-16,0.0,9.0,2.8,1030.1,44.42,32.0,59.0
2023-12-17,20.2,2.0,6.6,1015.1,46.94,41.0,53.06
2023-12-18,1.6,302.0,14.4,998.3,50.54,37.94,55.94
2023-12-19,0.0,305.0,9.5,1020.2,38.3,32.0,44.96
2023-12-20,0.0,229.0,3.8,1030.5,37.4,26.06,51.08
2023-12-21,0.0,5.0,1.7,1030.2,37.94,26.96,51.98
2023-12-22,0.0,352.0,1.1,1029.6,39.74,30.02,51.08
2023-12-23,0.0,0.0,0.0,1029.1,39.38,32.0,48.92
2023-12-24,0.0,353.0,1.2,1028.2,42.44,33.98,51.98
2023-12-25,1.6,8.0,2.1,1027.5,44.24,33.98,55.94
2023-12-26,7.6,22.0,6.7,1023.1,48.92,46.94,51.08
